# COG	func	name
COG1752	R	Predicted acylesterase/phospholipase RssA, containd patatin domain
COG1753	V	Predicted antitoxin, CopG family
COG1754	S	Uncharacterized C-terminal domain of topoisomerase IA
COG1755	S	Uncharacterized protein YpbQ, isoprenylcysteine carboxyl methyltransferase (ICMT) family
COG1756	J	rRNA pseudouridine-1189 N-methylase Emg1, Nep1/Mra1 family
COG1757	C	Na+/H+ antiporter NhaC
COG1758	K	DNA-directed RNA polymerase, subunit K/omega
COG1759	F	5-formaminoimidazole-4-carboxamide-1-beta-D-ribofuranosyl 5'-monophosphate synthetase (purine biosynthesis)
COG1760	E	L-serine deaminase
COG1761	K	DNA-directed RNA polymerase, subunit L
COG1762	GT	Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)
COG1763	H	Molybdopterin-guanine dinucleotide biosynthesis protein
COG1764	V	Organic hydroperoxide reductase OsmC/OhrA
COG1765	R	Uncharacterized OsmC-related protein
COG1766	NU	Flagellar biosynthesis/type III secretory pathway M-ring protein FliF/YscJ
COG1767	H	Triphosphoribosyl-dephospho-CoA synthetase
COG1768	R	Predicted phosphohydrolase
COG1769	V	CRISPR/Cas system CMR-associated protein Cmr3, group 5 of RAMP superfamily
COG1770	E	Protease II
COG1771	S	Uncharacterized protein, contains N-terminal Zn-finger domain
COG1772	S	Uncharacterized protein
COG1773	C	Rubredoxin
COG1774	T	Cell fate regulator YaaT, PSP1 superfamily (controls sporulation, competence, biofilm development)
COG1775	Q	Benzoyl-CoA reductase/2-hydroxyglutaryl-CoA dehydratase subunit, BcrC/BadD/HgdB
COG1776	T	Chemotaxis protein CheY-P-specific phosphatase CheC
COG1777	K	Predicted transcriptional regulator
COG1778	MR	 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC and related HAD superfamily phosphatases
COG1779	R	C4-type Zn-finger protein
COG1780	F	Protein involved in ribonucleotide reduction
COG1781	F	Aspartate carbamoyltransferase, regulatory subunit
COG1782	R	Predicted metal-dependent RNase, contains metallo-beta-lactamase and KH domains
COG1783	X	Phage terminase large subunit
COG1784	R	TctA family transporter
COG1785	PR	Alkaline phosphatase
COG1786	R	Swiveling domain associated with predicted aconitase
COG1787	V	Endonuclease, HJR/Mrr/RecB family
COG1788	I	Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit
COG1790	S	Uncharacterized protein
COG1791	E	Acireductone dioxygenase (methionine salvage), cupin superfamily
COG1792	D	Cell shape-determining protein MreC
COG1793	L	ATP-dependent DNA ligase
COG1794	M	Aspartate/glutamate racemase
COG1795	C	Formaldehyde-activating enzyme nesessary for methanogenesis
COG1796	L	DNA polymerase/3'-5' exonuclease PolX
COG1797	H	Cobyrinic acid a,c-diamide synthase
COG1798	J	Diphthamide biosynthesis methyltransferase
COG1799	D	FtsZ-interacting cell division protein YlmF
COG1800	R	Predicted transglutaminase-like protease
COG1801	S	Uncharacterized conserved protein YecE, DUF72 family
COG1802	K	DNA-binding transcriptional regulator, GntR family
COG1803	G	Methylglyoxal synthase
COG1804	I	Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases
COG1805	C	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrB
COG1806	T	Regulator of PEP synthase PpsR, kinase-PPPase family (combines ADP:protein kinase and phosphorylase activities)
COG1807	M	4-amino-4-deoxy-L-arabinose transferase or related glycosyltransferase of PMT family
COG1808	S	Uncharacterized membrane protein
COG1809	H	Phosphosulfolactate synthase, CoM biosynthesis protein A
COG1810	S	Uncharacterized protein
COG1811	S	Uncharacterized membrane protein YqgA, affects biofilm formation
COG1812	H	Archaeal S-adenosylmethionine synthetase
COG1813	J	Archaeal ribosome-binding protein aMBF1, putative translation factor, contains Zn-ribbon and HTH domains
COG1814	P	Predicted Fe2+/Mn2+ transporter, VIT1/CCC1 family
COG1815	N	Flagellar basal body rod protein FlgB
COG1816	F	Adenosine deaminase
COG1817	R	Predicted glycosyltransferase
COG1818	J	tRNA(Ser,Leu) C12 N-acetylase TAN1, contains THUMP domain
COG1819	G	UDP:flavonoid glycosyltransferase YjiC, YdhE family
COG1820	G	N-acetylglucosamine-6-phosphate deacetylase
COG1821	R	Predicted ATP-dependent carboligase, ATP-grasp superfamily
COG1822	S	Uncharacterized membrane protein
COG1823	E	L-cystine uptake protein TcyP, sodium:dicarboxylate symporter family
COG1824	P	Permease, similar to cation transporters
COG1825	J	Ribosomal protein L25 (general stress protein Ctc)
COG1826	U	Sec-independent protein translocase protein TatA
COG1827	KH	Transcriptional regulator of NAD metabolism, contains HTH and 3H domains
COG1828	F	Phosphoribosylformylglycinamidine (FGAM) synthase, PurS component
COG1829	H	Archaeal pantoate kinase
COG1830	G	Fructose-bisphosphate aldolase class Ia, DhnA family
COG1831	R	Predicted metal-dependent hydrolase, urease superfamily
COG1832	R	Predicted CoA-binding protein
COG1833	R	Uri superfamily endonuclease
COG1834	E	N-Dimethylarginine dimethylaminohydrolase
COG1835	M	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains
COG1836	S	Uncharacterized membrane protein
COG1837	R	Predicted RNA-binding protein YlqC, contains KH domain, UPF0109 family
COG1838	C	Tartrate dehydratase beta subunit/Fumarate hydratase class I, C-terminal domain
COG1839	F	Adenosine/AMP kinase
COG1840	P	ABC-type Fe3+ transport system, periplasmic component
COG1841	J	Ribosomal protein L30/L7E
COG1842	KT	Phage shock protein A
COG1843	N	Flagellar hook assembly protein FlgD
COG1844	S	Uncharacterized protein
COG1845	C	Heme/copper-type cytochrome/quinol oxidase, subunit 3
COG1846	K	DNA-binding transcriptional regulator, MarR family
COG1847	R	Predicted RNA-binding protein Jag, conains KH and R3H domains
COG1848	R	Predicted nucleic acid-binding protein, contains PIN domain
COG1849	S	Uncharacterized protein
COG1850	G	Ribulose 1,5-bisphosphate carboxylase, large subunit, or a RuBisCO-like protein
COG1851	S	Uncharacterized protein, UPF0128 family
COG1852	S	Uncharacterized protein
COG1853	C	NADH-FMN oxidoreductase RutF, flavin reductase (DIM6/NTAB) family
COG1854	T	S-ribosylhomocysteine lyase LuxS, autoinducer biosynthesis
COG1855	R	Predicted ATPase, PilT family
COG1856	R	Uncharacterized protein, radical SAM superfamily
COG1857	V	CRISPR/Cas system-associated protein Cas7,  RAMP superfamily
COG1858	O	Cytochrome c peroxidase
COG1859	J	RNA:NAD 2'-phosphotransferase, TPT1/KptA family
COG1860	FL	Uncharacterized conserved protein, UPF0179 family
COG1861	M	Spore coat polysaccharide biosynthesis protein SpsF, cytidylyltransferase family
COG1862	U	Preprotein translocase subunit YajC
COG1863	P	Multisubunit Na+/H+ antiporter, MnhE subunit
COG1864	F	DNA/RNA endonuclease G, NUC1
COG1865	H	Adenosylcobinamide amidohydrolase
COG1866	C	Phosphoenolpyruvate carboxykinase, ATP-dependent
COG1867	J	tRNA G26 N,N-dimethylase Trm1
COG1868	N	Flagellar motor switch protein FliM
COG1869	G	D-ribose pyranose/furanose isomerase RbsD
COG1871	NT	Chemotaxis receptor (MCP) glutamine deamidase CheD
COG1872	S	Uncharacterized conserved protein YggU, UPF0235/DUF167 family
COG1873	R	Sporulation protein YlmC, PRC-barrel domain family
COG1874	G	Beta-galactosidase GanA
COG1875	R	Predicted ribonuclease YlaK, contains NYN-type RNase and PhoH-family ATPase domains
COG1876	M	LD-carboxypeptidase LdcB, LAS superfamily
COG1877	G	Trehalose-6-phosphatase
COG1878	E	Kynurenine formamidase
COG1879	G	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain
COG1880	C	CO dehydrogenase/acetyl-CoA synthase epsilon subunit
COG1881	R	Uncharacterized conserved protein, phosphatidylethanolamine-binding protein (PEBP) family
COG1882	C	Pyruvate-formate lyase
COG1883	C	Na+-transporting methylmalonyl-CoA/oxaloacetate decarboxylase, beta subunit
COG1884	I	Methylmalonyl-CoA mutase, N-terminal domain/subunit
COG1885	S	Uncharacterized protein, UPF0212 family
COG1886	NU	Flagellar motor switch/type III secretory pathway protein FliN
COG1887	MI	CDP-glycerol glycerophosphotransferase, TagB/SpsB family
COG1888	S	Uncharacterized protein
COG1889	J	Fibrillarin-like rRNA methylase
COG1890	J	Ribosomal protein S3AE
COG1891	S	Uncharacterized protein, UPF0264 family
COG1892	G	Phosphoenolpyruvate carboxylase
COG1893	H	Ketopantoate reductase
COG1894	C	NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F)
COG1895	S	Uncharacterized protein, contains HEPN domain, UPF0332 family
COG1896	FR	5'-deoxynucleotidase YfbR and related HD superfamily hydrolases
COG1897	E	Homoserine trans-succinylase
COG1898	M	dTDP-4-dehydrorhamnose 3,5-epimerase or related enzyme
COG1899	OJ	Deoxyhypusine synthase
COG1900	S	Uncharacterized conserved protein, DUF39 family
COG1901	J	tRNA pseudouridine-54 N-methylase
COG1902	C	2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family
COG1903	H	Cobalamin biosynthesis protein CbiD
COG1904	G	Glucuronate isomerase
COG1905	C	NADH:ubiquinone oxidoreductase 24 kD subunit (chain E)
COG1906	S	Uncharacterized protein
COG1907	R	Predicted archaeal sugar kinase
COG1908	C	Coenzyme F420-reducing hydrogenase, delta subunit
COG1909	S	Uncharacterized protein, UPF0218 family
COG1910	P	Periplasmic molybdate-binding protein/domain
COG1911	J	Ribosomal protein L30E
COG1912	H	S-adenosylmethionine hydrolase (SAM-hydroxide adenosyltransferase)
COG1913	R	Predicted Zn-dependent protease
COG1914	P	Mn2+ and Fe2+ transporters of the NRAMP family
COG1915	S	Uncharacterized conserved protein, contains Saccharopine dehydrogenase N-terminal (SDHN) domain
COG1916	S	Pheromone shutdown protein TraB, contains GTxH motif (function unknown)
COG1917	R	Cupin domain protein related to quercetin dioxygenase
COG1918	P	Fe2+ transport system protein FeoA
COG1920	H	2-phospho-L-lactate guanylyltransferase, coenzyme F420 biosynthesis enzyme, CobY/MobA/RfbA family
COG1921	J	Seryl-tRNA(Sec) selenium transferase
COG1922	M	UDP-N-acetyl-D-mannosaminuronic acid transferase, WecB/TagA/CpsF family
COG1923	T	sRNA-binding regulator protein Hfq
COG1924	I	Activator of 2-hydroxyglutaryl-CoA dehydratase (HSP70-class ATPase domain)
COG1925	TG	Phosphotransferase system, HPr and related phosphotransfer proteins
COG1926	R	Predicted phosphoribosyltransferase
COG1927	C	F420-dependent methylenetetrahydromethanopterin dehydrogenase
COG1928	O	Dolichyl-phosphate-mannose--protein O-mannosyl transferase
COG1929	G	Glycerate kinase
COG1930	P	ABC-type cobalt transport system, periplasmic component
COG1931	R	Predicted RNA binding protein with dsRBD fold, UPF0201 family
COG1932	HE	Phosphoserine aminotransferase
COG1933	L	Archaeal DNA polymerase II, large subunit
COG1934	M	Lipopolysaccharide export system protein LptA
COG1935	S	Uncharacterized protein
COG1936	F	Broad-specificity NMP kinase
COG1937	K	DNA-binding transcriptional regulator, FrmR family
COG1938	R	Predicted ATP-dependent carboligase, ATP-grasp superfamily
COG1939	J	23S rRNA maturation mini-RNase III
COG1940	KG	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain
COG1941	C	Coenzyme F420-reducing hydrogenase, gamma subunit
COG1942	Q	Phenylpyruvate tautomerase PptA, 4-oxalocrotonate tautomerase family
COG1943	X	REP element-mobilizing transposase RayT
COG1944	J	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
COG1945	E	Pyruvoyl-dependent arginine decarboxylase (PvlArgDC)
COG1946	I	Acyl-CoA thioesterase
COG1947	I	4-diphosphocytidyl-2C-methyl-D-erythritol kinase
COG1948	L	ERCC4-type nuclease
COG1949	A	Oligoribonuclease (3'-5' exoribonuclease)
COG1950	S	Uncharacterized membrane protein YvlD, DUF360 family
COG1951	C	Tartrate dehydratase alpha subunit/Fumarate hydratase class I, N-terminal domain
COG1952	U	Preprotein translocase subunit SecB
COG1953	FH	Cytosine/uracil/thiamine/allantoin permease
COG1954	K	Glycerol-3-phosphate responsive antiterminator (mRNA-binding)
COG1955	N	Archaellum biogenesis protein FlaJ, TadC family
COG1956	VT	GAF domain-containing protein, putative methionine-R-sulfoxide reductase
COG1957	F	Inosine-uridine nucleoside N-ribohydrolase
COG1958	K	Small nuclear ribonucleoprotein (snRNP) homolog
COG1959	K	DNA-binding transcriptional regulator, IscR family
COG1960	I	Acyl-CoA dehydrogenase related to the alkylation response protein AidB
COG1961	L	Site-specific DNA recombinase related to the DNA invertase Pin
COG1962	H	Tetrahydromethanopterin S-methyltransferase, subunit H
COG1963	R	Acid phosphatase family membrane protein YuiD
COG1964	R	Uncharacterized Fe-S cluster-containing enzyme, radical SAM superfamily
COG1965	P	Iron-binding protein CyaY, frataxin homolog
COG1966	T	Carbon starvation protein CstA
COG1967	S	Uncharacterized membrane protein
COG1968	I	Undecaprenyl pyrophosphate phosphatase UppP
COG1969	C	Ni,Fe-hydrogenase I cytochrome b subunit
COG1970	M	Large-conductance mechanosensitive channel
COG1971	P	Putative Mn2+ efflux pump MntP
COG1972	F	Nucleoside permease NupC
COG1973	O	Hydrogenase maturation factor HypE
COG1974	KT	SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase)
COG1975	O	Xanthine and CO dehydrogenase maturation factor, XdhC/CoxF family
COG1976	J	Translation initiation factor 6 (eIF-6)
COG1977	H	Molybdopterin converting factor, small subunit
COG1978	R	Predicted RNase H-related nuclease YkuK, DUF458 family
COG1979	C	Alcohol dehydrogenase YqhD, Fe-dependent ADH family
COG1980	G	Archaeal fructose 1,6-bisphosphatase
COG1981	S	Uncharacterized membrane protein
COG1982	E	Arginine/lysine/ornithine decarboxylase
COG1983	KT	Phage shock protein PspC (stress-responsive transcriptional regulator)
COG1984	E	Allophanate hydrolase subunit 2
COG1985	H	Pyrimidine reductase, riboflavin biosynthesis
COG1986	FV	Non-canonical (house-cleaning) NTP pyrophosphatase, all-alpha NTP-PPase family
COG1987	N	Flagellar biosynthesis protein FliQ
COG1988	R	Membrane-bound metal-dependent hydrolase YbcI, DUF457 family
COG1989	NU	Prepilin signal peptidase PulO (type II secretory pathway) or related peptidase
COG1990	J	Peptidyl-tRNA hydrolase
COG1991	S	Uncharacterized protein, UPF0333 family
COG1992	R	Predicted transcriptional regulator fused phosphomethylpyrimidine kinase (thiamin biosynthesis)
COG1993	T	PII-like signaling protein
COG1994	O	Zn-dependent protease (includes SpoIVFB)
COG1995	H	4-hydroxy-L-threonine phosphate dehydrogenase PdxA
COG1996	K	DNA-directed RNA polymerase, subunit RPC12/RpoP, contains C4-type Zn-finger
COG1997	J	Ribosomal protein L37AE/L43A
COG1998	J	Ribosomal protein S27AE
COG1999	O	Cytochrome oxidase Cu insertion factor, SCO1/SenC/PrrC family
COG2000	R	Uncharacterized Fe-S cluster-containing protein
COG2001	J	MraZ, DNA-binding transcriptional regulator and inhibitor of RsmH methyltransferase activity
COG2002	KV	Bifunctional DNA-binding transcriptional regulator of stationary/sporulation/toxin gene expression and antitoxin component of the YhaV-PrlF toxin-antitoxin module
COG2003	L	DNA repair protein RadC, contains a helix-hairpin-helix DNA-binding motif
COG2004	J	Ribosomal protein S24E
COG2005	K	DNA-binding transcriptional regulator ModE (molybdenum-dependent)
COG2006	S	Uncharacterized conserved protein, DUF362 family
COG2007	J	Ribosomal protein S8E
COG2008	E	Threonine aldolase
COG2009	C	Succinate dehydrogenase/fumarate reductase, cytochrome b subunit
COG2010	C	Cytochrome c, mono- and diheme variants
COG2011	E	ABC-type methionine transport system, permease component
COG2012	K	DNA-directed RNA polymerase, subunit H, RpoH/RPB5
COG2013	S	Uncharacterized conserved protein, AIM24 family
COG2014	S	Uncharacterized conserved protein, contains DUF4213 and DUF364 domains
COG2015	Q	Alkyl sulfatase BDS1 and related hydrolases, metallo-beta-lactamase superfamily
COG2016	J	Predicted ribosome-associated RNA-binding protein Tma20, contains PUA domain
COG2017	G	Galactose mutarotase or related enzyme
COG2018	T	Predicted regulator of Ras-like GTPase activity, Roadblock/LC7/MglB family
COG2019	F	Archaeal adenylate kinase
COG2020	O	Protein-S-isoprenylcysteine O-methyltransferase Ste14
COG2021	E	Homoserine acetyltransferase
COG2022	H	Thiamin biosynthesis thiazole synthase ThiGH, ThiG subunit
COG2023	J	RNase P subunit RPR2
COG2024	J	O-phosphoseryl-tRNA(Cys) synthetase
COG2025	C	Electron transfer flavoprotein, alpha subunit
COG2026	V	mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system
COG2027	M	D-alanyl-D-alanine carboxypeptidase
COG2028	S	Uncharacterized protein
COG2029	S	Uncharacterized protein
COG2030	I	Acyl dehydratase
COG2031	I	Short chain fatty acids transporter
COG2032	P	Cu/Zn superoxide dismutase
COG2033	C	Desulfoferrodoxin, superoxide reductase-like (SORL) domain
COG2034	S	Uncharacterized membrane protein
COG2035	S	Uncharacterized membrane protein
COG2036	B	Archaeal histone H3/H4
COG2037	C	Formylmethanofuran:tetrahydromethanopterin formyltransferase
COG2038	H	NaMN:DMB phosphoribosyltransferase
COG2039	O	Pyrrolidone-carboxylate peptidase (N-terminal pyroglutamyl peptidase)
COG2040	E	Homocysteine/selenocysteine methylase (S-methylmethionine-dependent)
COG2041	C	Periplasmic DMSO/TMAO reductase YedYZ, molybdopterin-dependent catalytic subunit
COG2042	J	Ribosome biogenesis protein Tsr3 (rRNA maturation)
